,Country,EdLevel,Experience,Salary
20551,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,34,85655.0
20552,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20,53545.0
20553,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,42207.0
20557,Germany,Some college/university study without earning a degree,8,71750.0
20564,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,49671.0
20565,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,40,43448.0
20569,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,24440.0
20570,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,19490.0
20575,United States of America,Some college/university study without earning a degree,41,165000.0
20576,Norway,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,90613.0
20577,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,60828.0
20579,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,37241.0
20580,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,76966.0
20582,United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",9,55862.0
20583,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,37481.0
20584,Germany,Some college/university study without earning a degree,13,80317.0
20585,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,27843.0
20586,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,58898.0
20589,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,74963.0
20592,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,93696.0
20595,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,86897.0
20597,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,37705.0
20598,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,74483.0
20599,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,91026.0
20602,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,165260.0
20604,Spain,"Associate degree (A.A., A.S., etc.)",15,31056.0
20609,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,89955.0
20610,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,72821.0
20614,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,65325.0
20617,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,117797.0
20620,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,32127.0
20626,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,46000.0
20629,United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,148966.0
20632,United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",4,142759.0
20636,France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11,38552.0
20637,United States of America,"Associate degree (A.A., A.S., etc.)",9,175000.0
20638,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,71750.0
20639,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,58899.0
20643,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,60627.0
20646,Sweden,Something else,15,62303.0
20647,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,112444.0
20648,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,82000.0
20650,Brazil,Some college/university study without earning a degree,6,11077.0
20651,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,100552.0
20654,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,95162.0
20659,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,186920.0
20665,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,96381.0
20666,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,33,111724.0
20667,Spain,"Associate degree (A.A., A.S., etc.)",23,43907.0
20668,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,58899.0
20669,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,43907.0
20672,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,99311.0
20677,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,64552.0
20678,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,64254.0
20679,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,80317.0
20680,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,96381.0
20681,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,25512.0
20683,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,120000.0
20687,other,Some college/university study without earning a degree,10,74963.0
20690,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,86897.0
20691,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,41765.0
20695,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,10299.0
20696,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,94345.0
20699,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,69409.0
20702,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,100000.0
20703,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,96381.0
20708,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",6,96381.0
20714,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,124138.0
20715,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,64254.0
20716,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,161380.0
20721,other,Some college/university study without earning a degree,6,21418.0
20722,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,187095.0
20724,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,48190.0
20727,France,"Associate degree (A.A., A.S., etc.)",6,43907.0
20728,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27,24751.0
20729,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,42836.0
20730,other,Some college/university study without earning a degree,9,64254.0
20731,other,Some college/university study without earning a degree,24,34805.0
20732,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,18594.0
20735,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29,98069.0
20736,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,139035.0
20739,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,91026.0
20742,Italy,Some college/university study without earning a degree,28,44978.0
20744,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,64254.0
20748,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,85672.0
20750,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,180000.0
20753,Netherlands,Some college/university study without earning a degree,4,58899.0
20757,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,67466.0
20758,India,Some college/university study without earning a degree,2,96935.0
20760,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,42207.0
20761,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,31056.0
20763,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,48690.0
20764,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,50000.0
20765,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,48437.0
20766,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38,115727.0
20767,Spain,"Associate degree (A.A., A.S., etc.)",4,42836.0
20770,Germany,"Associate degree (A.A., A.S., etc.)",6,53545.0
20771,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",24,171343.0
20773,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,64254.0
20775,Sweden,Something else,8,51415.0
20776,other,Some college/university study without earning a degree,15,85672.0
20781,Sweden,Some college/university study without earning a degree,7,46992.0
20783,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,74963.0
20784,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,44978.0
20786,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,54616.0
20787,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,74963.0
20788,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20,27296.0
20794,Netherlands,Something else,8,62647.0
20795,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,122897.0
20799,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,140000.0
20801,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,89222.0
20807,other,Some college/university study without earning a degree,8,62246.0
20817,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,10503.0
20820,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,58899.0
20821,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,187000.0
20823,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",24,41122.0
20825,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,128294.0
20827,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,59554.0
20828,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,55862.0
20829,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,85672.0
20832,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,54621.0
20833,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,41554.0
20834,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,102635.0
20837,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,180000.0
20839,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,84414.0
20840,Germany,Some college/university study without earning a degree,10,47119.0
20841,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,75430.0
20845,Denmark,Some college/university study without earning a degree,9,109995.0
20846,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,107090.0
20848,United Kingdom of Great Britain and Northern Ireland,Something else,6,83749.0
20849,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,130345.0
20851,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,29985.0
20853,France,Some college/university study without earning a degree,20,37481.0
20857,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,99311.0
20859,Australia,Some college/university study without earning a degree,26,92545.0
20860,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,53489.0
20861,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,66396.0
20864,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,104000.0
20866,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,86897.0
20868,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,21418.0
20869,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,111527.0
20872,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,98349.0
20876,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,165855.0
20882,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,80933.0
20884,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,51786.0
20885,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,92939.0
20886,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,21870.0
20887,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,83209.0
20889,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,99311.0
20892,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,86271.0
20893,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,86897.0
20894,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,37009.0
20898,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,115028.0
20900,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,53545.0
20901,other,Some college/university study without earning a degree,22,14993.0
20904,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,68240.0
20905,France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",8,42836.0
20906,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,70759.0
20907,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,47028.0
20913,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,55687.0
20914,Poland,Some college/university study without earning a degree,10,83742.0
20915,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,132260.0
20918,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,67466.0
20920,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,105766.0
20923,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,96381.0
20924,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,134797.0
20925,France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18,55687.0
20930,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,28711.0
20934,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,115727.0
20937,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,66396.0
20940,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,53545.0
20941,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,74483.0
20942,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,57059.0
20946,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,91026.0
20948,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,107090.0
20950,Germany,Some college/university study without earning a degree,16,107090.0
20952,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,68729.0
20953,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,42836.0
20955,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,62112.0
20959,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,55151.0
20960,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,125295.0
20962,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,128507.0
20963,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,196857.0
20964,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,42306.0
20965,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,60000.0
20966,Israel,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,80184.0
20967,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,47119.0
20971,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,46049.0
20973,other,Some college/university study without earning a degree,13,82275.0
20980,Germany,Some college/university study without earning a degree,6,53545.0
20982,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,86988.0
20983,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,107090.0
20985,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,81095.0
20987,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,25701.0
20991,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,80407.0
20994,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,70324.0
20999,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,11780.0
21005,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,48940.0
21013,Germany,"Associate degree (A.A., A.S., etc.)",7,115657.0
21021,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21,78175.0
21024,Germany,Some college/university study without earning a degree,11,139216.0
21025,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29,60813.0
21028,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,73000.0
21035,other,Some college/university study without earning a degree,8,41765.0
21038,Italy,Some college/university study without earning a degree,13,50332.0
21042,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,140000.0
21044,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12,59970.0
21045,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,25893.0
21050,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,64254.0
21051,other,Some college/university study without earning a degree,4,42836.0
21053,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,64254.0
21055,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,39805.0
21056,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,58899.0
21057,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,99311.0
21059,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,47852.0
21060,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,66342.0
21062,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,193832.0
21069,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,52638.0
